Correlation,Article 1,Article 2
1.0008,30263245,70534645
1.0008,30277959,421185
1.0008,30277959,50356187
1.0008,30277959,70529088
1.0008,30277959,30388759
1.0008,30277959,30281739
1.0008,30277959,10293564
1.0008,30277959,20257315
1.0008,30277959,50334303
1.0008,30277959,90382882
1.0008,30277959,10301125
1.0008,30277959,20484817
1.0008,30277959,50404032
1.0008,30277959,90190524
1.0008,30277959,60533057
1.0008,30277959,50518477
1.0008,30263245,70404026
1.0008,30277959,20329195
1.0008,30277959,50518910
1.0008,30263245,90201725
1.0008,30263245,60331200
1.0008,30277959,30160407
1.0008,30263245,307552
1.0008,30263245,30275861
1.0008,30277959,80257261
1.0008,30263245,90429771
1.0008,30277959,40458191
1.0008,30263245,50308196
1.0008,30277959,60246396
1.0008,30277959,30404028
1.0008,30263245,40201723
1.0008,30277959,40211977
1.0008,30263245,10385926
1.0008,30263245,40249541
1.0008,30277959,80435188
1.0008,30263245,392461
1.0008,30263245,40331164
1.0008,30263245,90124534
1.0008,30277959,10529086
1.0008,30263245,10442385
1.0008,30277959,30246722
1.0008,30263245,40480856
1.0008,30263245,40497828
1.0008,30263245,10331194
1.0008,30263245,60529084
1.0008,30263245,414830
1.0008,30263245,50356187
1.0008,30263245,90338417
1.0008,30263245,70238541
1.0008,30277959,392461
1.0008,30277959,80230224
1.0008,30263245,80515873
1.0008,30263245,50183993
1.0008,30277959,10446557
1.0008,30277959,246417
1.0008,30263245,70346932
1.0008,30263245,90246328
1.0008,30263245,60331059
1.0008,30277959,70404026
1.0008,30263245,90529087
1.0008,30263245,50246306
1.0008,30277959,90282180
1.0008,30263245,40501892
1.0008,30263245,40421188
1.0008,30277959,80509481
1.0008,30263245,30460811
1.0008,30277959,80272841
1.0008,30277959,80261258
1.0008,30277959,30460811
1.0008,30277959,30275861
1.0008,30277959,60342656
1.0008,30277959,20423602
1.0008,30277959,50378410
1.0008,30263245,80410055
1.0008,30263245,20423602
1.0008,30263245,60505511
1.0008,30263245,514033
1.0008,30263245,10330948
1.0008,30263245,228705
1.0008,30263245,10458183
1.0008,30277959,20246360
1.0008,30263245,70514039
1.0008,30277959,10408683
1.0008,30263245,90434961
1.0008,30277959,70534645
1.0008,30263245,257302
1.0008,30277959,10486732
1.0008,30277959,80214549
1.0008,30263245,40458186
1.0008,30263245,10301125
1.0008,30263245,70331186
1.0008,30263245,20467629
1.0008,30263245,60263244
1.0008,30263245,90404822
1.0008,30263245,80331063
1.0008,30263245,10203610
1.0008,30263245,30211275
1.0008,30263245,50518910
1.0008,30263245,10333065
1.0008,30263245,60533057
1.0008,30263245,30382347
1.0008,30263245,50518477
1.0008,30263245,20334314
1.0008,30263245,50497818
1.0008,30263245,324518
1.0008,30263245,10368489
1.0008,30277959,90429771
1.0008,30263245,80435188
1.0008,30263245,30404028
1.0008,30263245,60211274
1.0008,30263245,20246708
1.0008,30263245,20524677
1.0008,30263245,30278727
1.0008,30263245,30514036
1.0008,30263245,50330606
1.0008,30263245,256944
1.0008,30263245,40301124
1.0008,30277959,10442385
1.0008,30277959,30072255
1.0008,30263245,10178601
1.0008,30263245,60344735
1.0008,30277959,50308196
1.0008,30277959,228705
1.0008,30263245,30246722
1.0008,30277959,40501892
1.0008,30263245,90190524
1.0008,30263245,50404032
1.0008,30277959,50257253
1.0008,30277959,40277992
1.0008,30277959,40480856
1.0008,30263245,70330945
1.0008,30277959,10378445
1.0008,30277959,10211276
1.0008,30263245,20484817
1.0008,30263245,10486732
1.0008,30277959,90338417
1.0008,30277959,414830
1.0003,80275887,70286645
1.0003,90277961,80214549
1.0003,80275887,80089239
1.0003,30214504,20510939
1.0003,90277961,40277992
1.0003,30214504,20257315
1.0003,90277961,414830
1.0003,30214504,338412
1.0003,90277961,90256893
1.0003,80275887,60452174
1.0003,80275887,20275814
1.0003,90277961,30256891
1.0003,90277961,60211274
1.0003,80275887,40504249
1.0003,90277961,50257253
1.0003,90277961,90404822
1.0003,30214504,246417
1.0003,80275887,10492455
1.0003,90277961,80509481
1.0003,90277961,70277957
1.0003,80275887,20341965
1.0003,80275887,30493350
1.0003,80275887,10443974
1.0003,80275887,70193321
1.0003,80275887,50456592
1.0003,80275887,40499002
1.0003,80275887,60159520
1.0003,90277961,20207410
1.0003,90277961,214505
1.0003,90277961,80435188
1.0003,30214504,10509125
1.0003,90277961,60246396
1.0003,30214504,40257296
1.0003,90277961,10458183
1.0003,30214504,414830
1.0003,30214504,70509132
1.0003,30214504,70404026
1.0003,30214504,80256940
1.0003,30214504,10442385
1.0003,30214504,60509142
1.0003,30214504,80230224
1.0003,30214504,10203610
1.0003,30214504,30160407
1.0003,30214504,70257638
1.0003,30214504,10357004
1.0003,80275887,20300248
1.0003,90277961,10301125
1.0003,30214504,50404032
1.0003,30214504,70246683
1.0003,90277961,40211977
1.0003,90277961,10442385
1.0003,30214504,10446883
1.0003,90277961,70256931
1.0003,90277961,70346932
1.0003,30214504,10263232
1.0003,30214504,30404028
1.0003,90277961,30382347
1.0003,30214504,80435188
1.0003,90277961,10246308
1.0003,30214504,90529087
1.0003,90277961,20214566
1.0003,30214504,70246386
1.0003,30214504,60344735
1.0003,30214504,70238541
1.0003,90277961,80257261
1.0003,90277961,70277995
1.0003,30214504,70256931
1.0003,80275887,20278167
1.0003,30214504,257298
1.0003,90277961,10357004
1.0003,80275887,502474
1.0003,30214504,90509145
1.0003,80275887,90347351
1.0003,80275887,20461378
1.0003,30214504,10301125
1.0003,80275887,70238541
1.0003,80275887,50471026
1.0003,80275887,20502166
1.0003,30214504,20246708
1.0003,80275887,40501892
1.0003,80275887,30456593
1.0003,80275887,80429757
1.0003,80275887,50525642
1.0003,80275887,90366783
1.0003,80275887,10486652
1.0003,80275887,95685100
1.0003,80275887,461379
1.0003,80275887,70456591
1.0002,80331930,60342656
1.0002,80331930,10486732
1.0002,10443974,40217955
1.0002,20207410,10257306
1.0002,80331930,70246348
1.0002,80331930,60533057
1.0002,20207410,40256895
1.0002,60442383,228705
1.0002,80214568,414830
1.0002,60442383,80331930
1.0002,20207410,257302
1.0002,20207410,90338417
1.0002,80214568,20257315
1.0002,80214568,10293564
1.0002,80214568,30160407
1.0002,80331930,50518477
1.0002,80331930,20423602
1.0002,60442383,70246386
1.0002,80331930,70534645
1.0002,80331930,10446557
1.0002,428549,70429611
1.0002,80331930,70290360
1.0002,80331930,10246308
1.0002,80331930,90429771
1.0002,80331930,50308196
1.0002,80331930,228705
1.0002,80331930,70214564
1.0002,10443974,90301555
1.0002,80331930,50356187
1.0002,80331930,70529088
1.0002,80331930,70256931
1.0002,80331930,10333065
1.0002,60442383,50356187
1.0002,20207410,20246360
1.0002,60442383,70346932
1.0002,20207410,20320802
1.0002,20207410,80331930
1.0002,20207410,80534372
1.0002,80214568,80230224
1.0002,20207410,70529088
1.0002,60442383,421185
1.0002,20207410,70346932
1.0002,20207410,20519888
1.0002,60442383,70404026
1.0002,20207410,10446557
1.0002,80214568,50293604
1.0002,80214568,246417
1.0002,20207410,50335618
1.0002,20207410,60263244
1.0002,20207410,257298
1.0002,80214568,70246683
1.0002,80214568,10301125
1.0002,60442383,20246708
1.0002,20207410,392461
1.0002,10443974,20461378
1.0002,80214568,80435188
1.0002,20207410,90404822
1.0002,60442383,10486732
1.0002,20207410,30275861
1.0002,80214568,30281739
1.0002,20207410,90277961
1.0002,80214568,70256931
1.0002,60442383,70214564
1.0002,20207410,40501892
1.0002,60442383,257298
1.0002,60442383,20423602
1.0002,20207410,60246396
1.0002,60442383,50334303
1.0002,20207410,10368489
1.0002,80331930,60473015
1.0002,80331930,40501892
1.0002,10443974,50324511
1.0002,60442383,30404028
1.0002,60442383,30246722
1.0002,428549,80214549
1.0002,60442383,40256895
1.0002,60442383,60403602
1.0002,428549,90184047
1.0002,60442383,40458191
1.0002,60442383,70403606
1.0002,60442383,10257306
1.0002,80214568,10442385
1.0002,60442383,70257638
1.0002,60442383,103343
1.0002,60442383,50404032
1.0002,10443974,10401931
1.0002,20207410,10357004
1.0002,10443974,30324507
1.0002,60442383,10446883
1.0002,80214568,90246352
1.0002,10443974,10492455
1.0002,60442383,10211276
1.0002,428549,20263830
1.0002,428549,60474425
1.0002,80214568,10357004
1.0002,60442383,60529084
1.0002,60442383,20246360
1.0002,428549,10429973
1.0002,428549,20393662
1.0002,428549,90462355
1.0002,428549,10308198
1.0002,428549,60403584
1.0002,428549,30238543
1.0002,60442383,40480856
1.0002,60442383,50357002
1.0002,428549,60403602
1.0002,428549,20278167
1.0002,10443974,20293568
1.0002,10443974,60395876
1.0002,80331930,20484817
1.0002,80331930,90338417
1.0002,80331930,10357004
1.0002,10443974,20275814
1.0002,80331930,20329195
1.0002,80331930,10529086
1.0002,10443974,10477935
1.0002,80331930,50357002
1.0002,80331930,40318978
1.0002,80331930,10178601
1.0002,80331930,90404822
1.0002,80331930,40480856
1.0002,80331930,30275861
1.0002,10443974,461379
1.0002,10443974,80275887
1.0002,10443974,10486652
1.0002,10443974,30219281
1.0002,80331930,20207410
1.0002,10443974,30493350
1.0002,80331930,30246722
1.0002,80331930,80256940
1.0002,80331930,10277984
1.0002,80331930,50518910
1.0002,80331930,70257638
1.0002,80331930,90246352
1.0002,60442383,10368489
1.0002,10443974,40499002
1.0002,20207410,30460811
1.0002,80331930,60442383
1.0002,80331930,40256895
1.0002,80331930,90434961
1.0,30212562,30261307
1.0,80205535,20297279
1.0,30212562,10205483
1.0,80205535,10301960
1.0,30212562,70213569
1.0,30212562,80208261
1.0,30212562,20204652
1.0,80205535,50238858
1.0,30212562,70205480
1.0,30212562,30205613
1.0,30212562,30238859
1.0,80205535,50285034
1.0,30212562,10338421
1.0,30212562,70285028
1.0,30212562,50285034
1.0,30212562,50238858
1.0,80205535,80398058
1.0,30212562,40204651
1.0,30212562,50205495
1.0,30212562,40234436
1.0,30212562,20297279
1.0,30212562,10205614
1.0,30212562,10205633
1.0,30212562,205493
1.0,30212562,80398058
1.0,30212562,20359229
1.0,30212562,60335199
1.0,30212562,80205535
1.0,30212562,40205599
1.0,30212562,80213432
1.0,30212562,80524882
1.0,80205535,20359229
1.0,30212562,10301960
1.0,30212562,4375085
1.0,80205535,60335199
1.0,30212562,205662
1.0,30212562,80519946
1.0,30212562,205501
1.0,80205535,80524882
1.0,30212562,30312236
1.0,80205535,80213432
1.0,30212562,30205496
1.0,30212562,20285040
1.0,30212562,285036
1.0,30212562,60285024
1.0,80205535,10205614
1.0,30212562,60205485
1.0,30212562,10311539
1.0,80205535,40205599
1.0,80205535,10205633
1.0,30212562,90205498
1.0,80205535,205493
1.0,30212562,90205484
1.0,30212562,212554
1.0,30212562,90285032
1.0,30238859,285036
1.0,20204652,30205613
1.0,80205535,4375085
1.0,30261307,50285034
1.0,30261307,80205535
1.0,30261307,40205599
1.0,30261307,80213432
1.0,30261307,80524882
1.0,30261307,10301960
1.0,30261307,20297279
1.0,30261307,50238858
1.0,30261307,4375085
1.0,30238859,10311539
1.0,30205613,30261307
1.0,30261307,90285032
1.0,30261307,90205498
1.0,30261307,10311539
1.0,30261307,285036
1.0,30238859,30261307
1.0,30238859,10205483
1.0,30261307,60335199
1.0,30261307,20359229
1.0,30261307,80398058
1.0,30261307,205493
1.0,30261307,205501
1.0,30261307,30312236
1.0,30261307,30205496
1.0,30261307,20285040
1.0,30261307,60285024
1.0,30261307,80519946
1.0,30261307,30212562
1.0,30261307,90205484
1.0,30261307,212554
1.0,30261307,205662
1.0,30261307,40204651
1.0,30261307,50205495
1.0,30261307,40234436
1.0,30261307,10205614
1.0,30261307,10205633
1.0,30238859,80208261
1.0,30238859,70213569
1.0,30238859,70205480
1.0,30238859,10205633
1.0,30238859,80398058
1.0,30238859,20359229
1.0,30238859,60335199
1.0,30238859,80205535
1.0,30238859,40205599
1.0,30238859,80213432
1.0,30238859,80524882
1.0,30238859,10301960
1.0,30238859,20297279
1.0,30238859,50238858
1.0,30238859,50285034
1.0,30238859,4375085
1.0,30238859,60205485
1.0,30238859,90285032
1.0,30238859,90205498
1.0,30238859,205493
1.0,30238859,10205614
1.0,30238859,30205613
1.0,30238859,40234436
1.0,30238859,20204652
1.0,30238859,10338421
1.0,30238859,70285028
1.0,30238859,205501
1.0,30238859,30312236
1.0,30238859,30205496
1.0,30238859,20285040
1.0,30238859,60285024
1.0,30238859,80519946
1.0,30238859,30212562
1.0,30238859,90205484
1.0,30238859,212554
1.0,30238859,205662
1.0,30238859,40204651
1.0,30238859,50205495
1.0,30261307,60205485
1.0,80208261,285036
1.0,30205613,30238859
1.0,20297279,20204652
1.0,20297279,20285040
1.0,20297279,30205496
1.0,20297279,30312236
1.0,20297279,205501
1.0,20297279,70285028
1.0,20297279,10338421
1.0,80208261,10338421
1.0,20297279,80519946
1.0,80208261,70285028
1.0,80208261,205501
1.0,80208261,30312236
1.0,80208261,30205496
1.0,80208261,20285040
1.0,80208261,60285024
1.0,20297279,60285024
1.0,20297279,30212562
1.0,80208261,30212562
1.0,20297279,205493
1.0,20297279,80213432
1.0,20297279,40205599
1.0,20297279,80205535
1.0,20297279,60335199
1.0,20297279,20359229
1.0,20297279,80398058
1.0,20297279,10205633
1.0,20297279,90205484
1.0,20297279,10205614
1.0,20297279,40234436
1.0,20297279,50205495
1.0,20297279,40204651
1.0,20297279,205662
1.0,20297279,212554
1.0,80208261,80519946
1.0,20297279,30205613
1.0,20359229,40234436
1.0,20359229,10301960
1.0,80208261,10205633
1.0,80208261,205493
1.0,80208261,80398058
1.0,20359229,50285034
1.0,20359229,50238858
1.0,20359229,20297279
1.0,20359229,80524882
1.0,80208261,40234436
1.0,20359229,80213432
1.0,20359229,40205599
1.0,20359229,80205535
1.0,20359229,60335199
1.0,20359229,80398058
1.0,20359229,205493
1.0,80208261,10205614
1.0,80208261,50205495
1.0,20297279,70205480
1.0,20359229,10311539
1.0,20297279,70213569
1.0,20297279,80208261
1.0,20297279,10205483
1.0,20297279,30238859
1.0,20297279,30261307
1.0,20359229,285036
1.0,20359229,90205498
1.0,80208261,40204651
1.0,20359229,90285032
1.0,20359229,60205485
1.0,20359229,4375085
1.0,80208261,90205484
1.0,80208261,212554
1.0,80208261,205662
1.0,20297279,80524882
1.0,20297279,10301960
1.0,20297279,50238858
1.0,20285040,80524882
1.0,20204652,30312236
1.0,20285040,4375085
1.0,20285040,50285034
1.0,20285040,50238858
1.0,20285040,20297279
1.0,20285040,10301960
1.0,20204652,30205496
1.0,20204652,205501
1.0,20285040,80213432
1.0,20204652,20285040
1.0,20204652,60285024
1.0,20285040,40205599
1.0,20285040,80205535
1.0,20285040,60335199
1.0,20285040,60205485
1.0,20285040,90285032
1.0,20297279,50285034
1.0,80208261,30238859
1.0,20204652,70205480
1.0,80208261,70213569
1.0,20204652,10338421
1.0,80208261,10205483
1.0,20204652,70213569
1.0,20204652,80208261
1.0,20204652,10205483
1.0,20285040,90205498
1.0,80208261,70205480
1.0,20204652,30238859
1.0,20204652,30261307
1.0,20285040,285036
1.0,20204652,70285028
1.0,20285040,10311539
1.0,20285040,20359229
1.0,20285040,80398058
1.0,20285040,205493
1.0,20285040,30238859
1.0,20285040,20204652
1.0,20285040,30205613
1.0,20285040,70205480
1.0,20285040,70213569
1.0,20285040,80208261
1.0,20285040,10205483
1.0,20285040,30261307
1.0,20285040,10205633
1.0,20297279,285036
1.0,20297279,10311539
1.0,20297279,90205498
1.0,20297279,90285032
1.0,20297279,60205485
1.0,20297279,4375085
1.0,20285040,10338421
1.0,20285040,70285028
1.0,20285040,205501
1.0,20285040,30312236
1.0,20285040,30205496
1.0,20285040,60285024
1.0,20285040,80519946
1.0,20285040,30212562
1.0,80208261,20204652
1.0,20285040,90205484
1.0,20285040,212554
1.0,20285040,205662
1.0,20285040,40204651
1.0,20285040,50205495
1.0,20285040,40234436
1.0,20285040,10205614
1.0,80208261,30205613
1.0,20359229,10205614
1.0,80208261,20359229
1.0,30205613,10205483
1.0,30205613,10301960
1.0,80205535,10338421
1.0,30205613,60205485
1.0,30205613,4375085
1.0,30205613,50285034
1.0,30205613,50238858
1.0,30205613,20297279
1.0,30205613,80524882
1.0,80205535,20204652
1.0,80205535,70285028
1.0,30205613,80213432
1.0,30205613,40205599
1.0,30205613,80205535
1.0,30205613,60335199
1.0,80205535,205501
1.0,30205613,90285032
1.0,30205613,90205498
1.0,30205613,80398058
1.0,30205496,70205480
1.0,30205496,205501
1.0,30205496,70285028
1.0,80205535,70205480
1.0,30205496,10338421
1.0,30205496,20204652
1.0,30205496,30205613
1.0,30205496,70213569
1.0,30205613,10311539
1.0,30205496,80208261
1.0,30205496,10205483
1.0,30205496,30238859
1.0,80205535,30205613
1.0,30205496,30261307
1.0,30205613,285036
1.0,30205613,20359229
1.0,30205613,205493
1.0,20359229,50205495
1.0,80205535,50205495
1.0,30205613,30205496
1.0,30205613,30312236
1.0,80205535,212554
1.0,30205613,205501
1.0,80205535,205662
1.0,80205535,40204651
1.0,30205613,70285028
1.0,30205613,60285024
1.0,30205613,10338421
1.0,30205613,20204652
1.0,30205613,70205480
1.0,80205535,40234436
1.0,30205613,70213569
1.0,30205613,80208261
1.0,30205613,20285040
1.0,80205535,90205484
1.0,80205535,30312236
1.0,30205613,205662
1.0,30205613,10205633
1.0,80205535,30205496
1.0,30205613,10205614
1.0,30205613,40234436
1.0,30205613,50205495
1.0,30205613,40204651
1.0,30205613,212554
1.0,30205613,80519946
1.0,80205535,20285040
1.0,80205535,60285024
1.0,30205613,90205484
1.0,80205535,80519946
1.0,80205535,30212562
1.0,30205613,30212562
1.0,80205535,70213569
1.0,30205496,30312236
1.0,30205496,20285040
1.0,80208261,50285034
1.0,80208261,10301960
1.0,20359229,20204652
1.0,80208261,20297279
1.0,20359229,30205613
1.0,80208261,50238858
1.0,20359229,70205480
1.0,20359229,70213569
1.0,20359229,70285028
1.0,20359229,80208261
1.0,80208261,4375085
1.0,80208261,60205485
1.0,20359229,10205483
1.0,80208261,90285032
1.0,20359229,30238859
1.0,20359229,10338421
1.0,80208261,80524882
1.0,30205496,60285024
1.0,20359229,90205484
1.0,80208261,60335199
1.0,20359229,40204651
1.0,80208261,80205535
1.0,20359229,205662
1.0,80208261,40205599
1.0,20359229,212554
1.0,20359229,30212562
1.0,20359229,205501
1.0,20359229,80519946
1.0,80208261,80213432
1.0,20359229,60285024
1.0,20359229,20285040
1.0,20359229,30205496
1.0,20359229,30312236
1.0,20359229,30261307
1.0,30205496,285036
1.0,30205496,10311539
1.0,80205535,30238859
1.0,30205496,205493
1.0,30205496,10205633
1.0,30205496,10205614
1.0,30205496,40234436
1.0,30205496,50205495
1.0,30205496,40204651
1.0,30205496,205662
1.0,80208261,90205498
1.0,80205535,10205483
1.0,30205496,212554
1.0,30205496,90205484
1.0,30205496,30212562
1.0,30205496,80519946
1.0,80205535,80208261
1.0,30205496,80398058
1.0,30205496,20359229
1.0,30205496,60335199
1.0,80205535,30261307
1.0,30205496,80205535
1.0,30205496,40205599
1.0,30205496,80213432
1.0,30205496,80524882
1.0,30205496,10301960
1.0,30205496,20297279
1.0,30205496,50238858
1.0,30205496,50285034
1.0,30205496,4375085
1.0,80208261,10311539
1.0,30205496,60205485
1.0,30205496,90285032
1.0,30205496,90205498
1.0,20359229,10205633
1.0,40234436,70213569
1.0,30261307,70285028
1.0,60335199,30238859
1.0,60335199,10205614
1.0,50238858,90205484
1.0,50238858,212554
1.0,60335199,40234436
1.0,50238858,205662
1.0,60335199,50205495
1.0,50238858,40204651
1.0,60335199,40204651
1.0,50238858,50205495
1.0,50238858,40234436
1.0,50238858,10205614
